Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Car Location
Volkswagen,Polo Diesel Comfortline 1.2L,Comprehensive,Diesel,5,"1,42,476",RJ14,First Owner,1199,Manual,2012,22.07,73.9,180,15,Apr,2012,75,5.0,Jaipur,
Hyundai,i10 Magna,Not Available,Petrol,5,"53,638",RJ14,First Owner,1197,Manual,2011,20.36,78.9,111.7,13,Sept,2011,75,2.5,Jaipur,
Tata,Indica GLS,Not Available,Petrol,5,"87,987",RJ14,Second Owner,1193,Manual,2006,15.3,6,10,,Jun,2006,75,0.5,Jaipur,
Hyundai,i10 Era,Not Available,Petrol,5,"84,048",RJ14,Second Owner,1086,Manual,2010,19.81,68.05,99.04,,Mar,2011,75,1.6,Jaipur,
Hyundai,i10 Magna 1.1L,Not Available,Petrol,5,"1,03,096",RJ14,First Owner,1086,Manual,2013,19.81,68.05,99.04,,Jun,2013,75,2.54,Jaipur,
Hyundai,Grand i10 Sportz,Not Available,Petrol,5,"51,325",RJ14,First Owner,1197,Manual,2015,18.9,82,114,,Aug,2015,75,4.16,Jaipur,
Maruti,Celerio X AMT ZXI BSIV,Not Available,Petrol,5,"65,746",RJ45,First Owner,998,Automatic,2018,21.63,67,90,,Aug,2018,50,4.2,Jaipur,
Chevrolet,Cruze LTZ AT,Not Available,Diesel,5,"76,777",RJ14,Second Owner,1998,Automatic,2014,14.39,163.7,380,16,Feb,2014,75,5.0,Jaipur,
Hyundai,EON Era,Not Available,Petrol,5,"1,35,461",RJ02,Second Owner,814,Manual,2011,21.1,55.2,74.5,12,Nov,2011,75,1.0,Jaipur,
Maruti,Baleno Alpha,Third Party,Petrol,5,"1,691",RJ45,First Owner,1197,Manual,2022,22.35,88.50,113,16,Jun,2022,15,9.0,Jaipur,
Jeep,Compass 2.0 Limited Plus BSIV,Not Available,Diesel,5,"56,077",RJ45,First Owner,1956,Manual,2019,17.1,170.63,350,18,Jul,2019,40,18.0,Jaipur,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"70,590",RJ47,First Owner,998,Manual,2018,20.51,67.04,90,,Jan,2019,50,4.0,Jaipur,
Hyundai,Verna VTVT 1.6 SX Option,Not Available,Petrol,5,"16,346",RJ45,First Owner,1591,Manual,2019,17,121.3,151,16,May,2019,40,10.2,Jaipur,
Nissan,Micra Diesel XV,Not Available,Diesel,5,"93,333",RJ14,First Owner,1461,Manual,2012,23.08,63.1,160,14,Jun,2012,75,2.0,Jaipur,
Maruti,Ciaz AT ZXi Plus,Third Party,Petrol,5,"39,201",RJ14,First Owner,1373,Automatic,2016,19.12,91.1,130,16,Jan,2017,70,8.0,Jaipur,
Honda,Amaze V Petrol BSIV,Comprehensive,Petrol,5,"29,223",RJ02,First Owner,1199,Manual,2019,19.5,88.76,110,,Oct,2019,40,6.5,Jaipur,
Honda,City 1.5 S MT,Not Available,Petrol,5,"71,953",RJ14,First Owner,1497,Manual,2009,17,"118PS at 6,600 ",146Nm at 4800 r,15,Aug,2009,75,2.58,Jaipur,
Hyundai,Grand i10 Nios Era,Zero Dep,Petrol,5,"12,525",RJ01,First Owner,1197,Manual,2021,20.7,81.86,113.8,,Jul,2021,20,5.0,Jaipur,
Maruti,Swift VDI BSIV,Not Available,Diesel,5,"88,402",RJ14,First Owner,1248,Manual,2010,17.8,,,15,Oct,2010,75,2.5,Jaipur,
Maruti,Wagon R VXI Minor,Not Available,Petrol,5,"65,945",GJ20,First Owner,1061,Manual,2008,18.9,67,84,14,Mar,2008,75,0.7,Jaipur,
Hyundai,Santro Xing XP,Third Party,Petrol,5,"75,880",RJ14,Second Owner,1086,Manual,2004,,,,13,Dec,2004,75,1.1,Jaipur,
Renault,Kiger RXZ,Not Available,Petrol,5,"10,229",RJ45,First Owner,999,Manual,2022,19.17,71.01,96,16,Feb,2022,15,7.4,Jaipur,
Hyundai,Santro Xing GLS,Not Available,Petrol,5,"89,566",RJ34,Second Owner,1086,Manual,2009,17.92,62.1,96.1,13,Jul,2009,75,1.2,Jaipur,
Honda,City i VTEC V,Not Available,Petrol,5,"79,193",RJ45,First Owner,1497,Manual,2017,17.8,117.3,145,15,Aug,2017,60,6.25,Jaipur,
Honda,CR-V RVi AT,Not Available,Petrol,5,"87,281",RJ14,Fourth Owner,2354,Automatic,2010,13.1,141.1,190,17,May,2010,75,4.0,Jaipur,
Maruti,Baleno 1.2 CVT Delta,Not Available,Petrol,5,"63,158",RJ14,First Owner,1197,Automatic,2017,21.4,83.1,115,,Oct,2017,60,5.75,Jaipur,
Volkswagen,Vento Diesel Highline,Not Available,Diesel,5,"66,109",RJ14,Second Owner,1598,Manual,2014,20.54,103.6,250,15,Jan,2015,75,6.0,Jaipur,
Nissan,Sunny Diesel XL,Not Available,Diesel,5,"1,26,962",RJ14,First Owner,1461,Manual,2013,21.64,84.8,200,14,Aug,2013,75,4.0,Jaipur,
Renault,KWID 1.0 RXT Optional,Not Available,Petrol,5,"44,402",RJ14,Second Owner,999,Manual,2017,23.01,67,91,,Jan,2017,60,2.5,Jaipur,
Maruti,Ertiga CNG VXI,Third Party,CNG,7,"20,415",HR26,First Owner,1462,Manual,2021,26.08 ,91.19,122,,Aug,2021,20,9.0,Jaipur,
Hyundai,i20 1.2 Spotz,Zero Dep,Petrol,5,"1,07,101",RJ41,First Owner,1197,Manual,2017,18.6,81.83,114.7,,Dec,2017,60,5.32,Jaipur,
Maruti,Swift Dzire Vdi BSIV,Not Available,Diesel,5,"62,349",GJ1K,First Owner,1248,Manual,2009,19.3,73.9,190,14,Dec,2009,75,2.75,Jaipur,
Hyundai,EON LPG Era Plus,Third Party,LPG,5,"58,890",RJ16,Second Owner,814,Manual,2015,21.1,55.2,74.5,,Nov,2015,75,2.0,Jaipur,
Honda,Amaze S i-Dtech,Not Available,Diesel,5,"1,22,028",RJ14,First Owner,1498,Manual,2014,25.8,98.6,200,,Jan,2015,75,4.0,Jaipur,
Mahindra,Scorpio S10 7 Seater,Not Available,Diesel,7,"4,095",RJ11,Second Owner,2179,Manual,2015,15.4,120,280,17,Aug,2015,75,10.0,Jaipur,
Maruti,Alto K10 VXI,Not Available,Petrol,5,"21,460",RJ14,First Owner,998,Manual,2015,23.95,67.05,90,,Oct,2015,75,2.5,Jaipur,
Hyundai,i10 Sportz 1.1L LPG,Comprehensive,LPG,5,"5,000",RJ14,Second Owner,1086,Manual,2014,19.2,68.05,99.04,,Jul,2014,75,3.43,Jaipur,
Maruti,Wagon R VXI Minor,Comprehensive,Petrol,5,"1,37,789",DL7C,First Owner,1061,Manual,2009,18.9,67,84,14,Nov,2009,75,1.0,Jaipur,
Hyundai,i20 Sportz 1.4 CRDi,Third Party,Diesel,5,"81,517",RJ14,Second Owner,1396,Manual,2014,21.9,88.76,219.6,14,Apr,2014,75,3.75,Jaipur,
Volkswagen,Ameo Cup Edition Comfortline,Third Party,Petrol,5,"28,874",RJ45,Second Owner,999,Manual,2019,19.44,75,95,15,Jul,2019,40,5.3,Jaipur,
Nissan,Magnite XV,Zero Dep,Petrol,5,"8,629",RJ32,First Owner,999,Manual,2022,18.75,71.02,96,16,Sept,2022,15,8.0,Jaipur,
Volkswagen,Vento 1.2 TSI Highline Plus AT,Comprehensive,Petrol,5,"49,050",RJ14,First Owner,1197,Automatic,2016,18.19,103.2,175,15,May,2016,70,6.9,Jaipur,
Toyota,Innova Crysta 2.4 ZX AT,Comprehensive,Diesel,7,"86,397",RJ06,First Owner,2393,Automatic,2020,13.68,147.51,360,17,Aug,2020,30,26.25,Jaipur,
Land,Rover Range Rover Evoque 2.0 TD4 SE Dynamic,Comprehensive,Diesel,5,"81,300",RJ14,Second Owner,1999,Automatic,2016,15.68,177,430,18,Feb,2016,70,32.0,Jaipur,
BMW,5 Series 520d Luxury Line,Comprehensive,Diesel,5,"65,500",RJ14,First Owner,1995,Automatic,2015,18.12,190,400,18,Apr,2015,75,25.9,Jaipur,
Mercedes-Benz,E-Class Exclusive E 220 d BSIV,Comprehensive,Diesel,5,"54,966",RJ45,First Owner,1950,Automatic,2018,16.1,191.7,400,17,Oct,2018,50,49.9,Jaipur,
Jeep,Compass Model S 4X4 Diesel AT,Comprehensive,Diesel,5,"22,500",RJ45,First Owner,1956,Automatic,2021,14.9,167.67,350,18,Apr,2021,20,28.5,Jaipur,
Maruti,Wagon R LXI BS IV,Not Available,Petrol,5,"89,189",RJ14,Fourth Owner,998,Manual,2012,18.9,67.1,90,13,Oct,2012,75,2.3,Jaipur,
Honda,City i VTEC CVT VX,Comprehensive,Petrol,5,"87,996",RJ14,First Owner,1497,Automatic,2016,18,117.3,145,15,Apr,2016,70,8.4,Jaipur,
Toyota,Innova Crysta 2.4 GX AT,Comprehensive,Diesel,7,"24,549",RJ14,Second Owner,2393,Automatic,2020,13.68,147.51,360,16,Jul,2020,30,22.5,Jaipur,
Mahindra,XUV700 AX7 AT,Third Party,Petrol,7,"20,915",RJ14,Second Owner,1999,Automatic,2021,,197.13,380,18,Oct,2021,20,18.3,Jaipur,
Hyundai,Creta 1.6 CRDi SX Plus Dual Tone,Comprehensive,Diesel,5,"80,499",RJ45,First Owner,1582,Manual,2019,19.67,126.2,259.9,17,Nov,2019,40,12.5,Jaipur,
Maruti,Baleno 1.2 CVT Zeta,Comprehensive,Petrol,5,"48,344",RJ14,First Owner,1197,Automatic,2017,21.4,83.1,115,16,Feb,2017,60,6.45,Jaipur,
Mahindra,KUV 100 mFALCON D75 K4 5str,Comprehensive,Diesel,5,"74,922",RJ29,Second Owner,1198,Manual,2016,25.32,77,190,,Jul,2016,70,2.44,Jaipur,
Honda,Amaze EX i-Dtech,Not Available,Diesel,5,"98,250",RJ14,First Owner,1498,Manual,2013,25.8,98.6,200,,Jun,2013,75,2.75,Jaipur,
Honda,Amaze S Petrol BSIV,Comprehensive,Petrol,5,"43,127",RJ45,First Owner,1199,Manual,2019,19.5,88.76,110,,Aug,2019,40,6.0,Jaipur,
Hyundai,Grand i10 Nios AMT Sportz,Not Available,Petrol,5,"30,200",RJ45,First Owner,1197,Automatic,2019,20.7,81.86,113.8,14,Nov,2019,40,6.5,Jaipur,
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"72,904",RJ01,Second Owner,1197,Manual,2013,18.9,82,114,,Jan,2014,75,3.5,Jaipur,
Toyota,Yaris V CVT BSIV,Not Available,Petrol,5,"62,795",RJ45,Second Owner,1496,Automatic,2018,17.8,105.5,140,15,Jun,2019,50,8.0,Jaipur,
Volkswagen,Polo Diesel Comfortline 1.2L,Comprehensive,Diesel,5,"1,27,096",RJ01,First Owner,1199,Manual,2012,22.07,73.9,180,15,Jun,2012,75,2.25,Jaipur,
Maruti,Wagon R LXI Minor Duo LPG,Not Available,LPG,5,"1,26,372",RJ14,First Owner,1061,Manual,2008,,67,84,14,Aug,2008,75,2.0,Jaipur,
Maruti,Swift LXI,Third Party,Petrol,5,"2,510",RJ45,First Owner,1197,Manual,2022,22.38,88.50,113,,Oct,2022,15,6.0,Jaipur,
Hyundai,i20 1.2 Magna Opt,Comprehensive,Petrol,5,"82,476",RJ14,Second Owner,1197,Manual,2010,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,Jun,2010,75,1.8,Jaipur,
Maruti,Swift LXI,Not Available,Petrol,5,"18,312",RJ45,First Owner,1197,Manual,2020,21.21,81.80,113,,Sept,2020,30,6.0,Jaipur,
Maruti,Ertiga CNG VXI,Zero Dep,CNG,7,"1,23,517",DL10,First Owner,1462,Manual,2021,26.08 ,91.19,122,,Oct,2021,20,10.5,Jaipur,
Mahindra,Scorpio S10 AT 2WD,Not Available,Diesel,7,"73,388",UP16,Second Owner,2179,Automatic,2015,15.4,120,280,17,Dec,2015,75,8.0,Jaipur,
Renault,Duster 85PS Diesel RxL,Not Available,Diesel,5,,RJ07,First Owner,1461,Manual,2013,20.45,83.8,200,16,Mar,2014,75,4.75,Jaipur,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"1,03,064",RJ14,First Owner,998,Manual,2013,20.51,67.04,90,,Jan,2014,75,2.9,Jaipur,
Hyundai,i10 Magna 1.1,Comprehensive,Petrol,5,"97,626",RJ14,Second Owner,1086,Manual,2009,19.81,68.05,99.04,,Dec,2009,75,1.66,Jaipur,
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Not Available,Petrol,5,"22,639",RJ45,Second Owner,1197,Manual,2019,18.9,81.86,113.75,,May,2019,40,4.8,Jaipur,
Maruti,Swift Vdi BSIII,Not Available,Diesel,5,"2,67,080",RJ14,Fourth Owner,1248,Manual,2009,17.8,75,190 ,14,Jan,2010,75,1.57,Jaipur,
Maruti,Ciaz Alpha BSIV,Zero Dep,Petrol,5,"40,785",RJ45,First Owner,1462,Manual,2019,21.56,103.25,138,16,Jan,2020,40,9.0,Jaipur,
Hyundai,Verna CRDi ABS,Not Available,Diesel,5,,RJ14,Third Owner,1493,Manual,2007,18.1,,,14,Sept,2007,75,0.6,Jaipur,
Maruti,Swift VDI,Not Available,Diesel,5,"94,316",RJ14,First Owner,1248,Manual,2011,22.9,74,190,14,Sept,2011,75,2.6,Jaipur,
Volkswagen,Ameo 1.2 MPI Highline,Not Available,Petrol,5,"1,36,787",RJ31,Third Owner,1198,Manual,2016,17,73.75,110,15,Sept,2016,70,3.7,Jaipur,
Mahindra,Scorpio S10 7 Seater,Not Available,Diesel,7,"1,37,716",RJ37,Second Owner,2179,Manual,2015,15.4,120,280,17,Jun,2015,75,9.0,Jaipur,
Honda,WR-V i-DTEC VX,Not Available,Diesel,5,"25,519",RJ45,First Owner,1498,Manual,2018,25.5,98.6,200,16,May,2018,50,8.0,Jaipur,
Tata,Tiago 1.2 Revotron XM,Not Available,Petrol,5,"65,761",RJ14,First Owner,1199,Manual,2017,23.84,84,114,,Mar,2017,60,3.5,Jaipur,
Hyundai,EON Magna Plus,Not Available,Petrol,5,"37,502",RJ14,First Owner,814,Manual,2015,21.1,55.2,74.5,,Jul,2015,75,2.5,Jaipur,
Toyota,Fortuner 4x4 MT,Comprehensive,Diesel,7,"1,12,538",RJ14,Third Owner,2982,Manual,2013,12.55,168.5,343,17,Sept,2013,75,15.0,Jaipur,
Maruti,Baleno 1.3 Delta,Not Available,Diesel,5,"85,157",MP07,First Owner,1248,Manual,2017,27.39,74,190,,Sept,2017,60,6.0,Jaipur,
Maruti,Vitara Brezza ZDi,Not Available,Diesel,5,"67,241",HR26,First Owner,1248,Manual,2017,24.3,88.5,200,16,Mar,2017,60,6.2,Jaipur,
Hyundai,i10 Sportz 1.2,Not Available,Petrol,5,"1,74,463",RJ14,First Owner,1197,Manual,2009,20.36,78.9,111.8,13,Oct,2009,75,1.4,Jaipur,
Honda,City 1.5 S MT,Third Party,Petrol,5,"1,06,485",RJ14,First Owner,1497,Manual,2008,17,"118PS at 6,600 ",146Nm at 4800 r,15,Jan,2009,75,3.0,Jaipur,
Mahindra,XUV500 AT W6 2WD,Not Available,Diesel,7,"1,18,438",RJ14,First Owner,2179,Automatic,2016,16,140,330,,Oct,2016,70,11.0,Jaipur,
Hyundai,i20 Asta Option CVT BSIV,Comprehensive,Petrol,5,"33,190",RJ45,Second Owner,1197,Automatic,2019,17.4,81.86,117,16,May,2019,40,7.4,Jaipur,
Toyota,Innova Crysta 2.8 ZX AT BSIV,Not Available,Diesel,7,"99,479",RJ19,Second Owner,2755,Automatic,2016,11.36,171.5,360,17,Sept,2016,70,16.0,Jaipur,
Hyundai,i20 Sportz Plus,Not Available,Petrol,5,"27,282",RJ02,Second Owner,1197,Manual,2020,18.6,81.86,117,15,Nov,2020,30,6.0,Jaipur,
Maruti,Swift VXi BSIV,Not Available,Petrol,5,"1,42,493",RJ14,First Owner,1197,Manual,2010,16.1,8,113,14,Jun,2010,75,3.0,Jaipur,
Maruti,Wagon R LXI Minor,Not Available,Petrol,5,"1,15,908",RJ13,Third Owner,1061,Manual,2006,18.9,67,84,13,Jan,2007,75,1.0,Jaipur,
Mahindra,XUV500 W8 2WD,Not Available,Diesel,7,"1,19,283",RJ14,Fourth Owner,2179,Manual,2012,15.1,140,330,17,Oct,2012,75,4.3,Jaipur,
Volkswagen,Polo 1.2 MPI Comfortline,Not Available,Petrol,5,"1,13,254",RJ14,First Owner,1198,Manual,2014,16.47,74,110,,Jan,2015,75,3.5,Jaipur,
Maruti,Ciaz VDi Plus SHVS,Zero Dep,Diesel,5,"96,620",RJ14,First Owner,1248,Manual,2017,28.09,88.5,200,,Jun,2017,60,6.5,Jaipur,
Renault,KWID RXL BSVI,Not Available,Petrol,5,"32,381",RJ27,Second Owner,799,Manual,2020,25.17,53.3,72,,Aug,2020,30,4.0,Jaipur,
Ford,Aspire 1.2 Ti-VCT Titanium,Not Available,Petrol,5,"70,556",RJ01,First Owner,1196,Manual,2018,18.16,86.8,112,14,Jun,2018,50,5.0,Jaipur,
Maruti,Vitara Brezza VDi Option,Not Available,Diesel,5,"87,796",RJ44,First Owner,1248,Manual,2017,24.3,88.5,200,,Nov,2017,60,7.0,Jaipur,
Mahindra,E Verito C2,Not Available,Electric,5,"14,321",RJ45,First Owner,0,Automatic,2019,,41.57,91,,Jun,2022,40,5.0,Jaipur,
Maruti,Baleno Zeta,Zero Dep,Petrol,5,"10,133",HR76,First Owner,1197,Manual,2021,21.01,81.80,113,R16,Mar,2021,20,7.3,Jaipur,
Mahindra,Bolero SLX,Not Available,Diesel,7,"1,58,531",RJ32,Fourth Owner,2523,Manual,2012,15.96,62.1,195,,Apr,2012,75,4.2,Jaipur,
Maruti,Alto K10 VXI,Not Available,Petrol,5,"56,976",RJ14,First Owner,998,Manual,2017,23.95,67.05,90,,Aug,2017,60,3.6,Jaipur,
Maruti,Ciaz RS ZDi Plus SHVS,Not Available,Diesel,5,"1,24,613",RJ14,First Owner,1248,Manual,2016,28.09,88.5,200,16,May,2016,70,6.5,Jaipur,
Ford,Fiesta 1.4 Duratorq CLXI,Third Party,Diesel,5,"1,22,482",UK07,First Owner,1399,Manual,2011,17.8,67,160,14,Jan,2012,75,2.0,Jaipur,
Hyundai,i20 Active 1.2 SX,Not Available,Petrol,5,"92,291",UP32,First Owner,1197,Manual,2016,17.19,81.86,114.73,16,Jan,2016,70,4.5,Jaipur,
Hyundai,Venue S,Not Available,Petrol,5,"50,998",RJ31,First Owner,1197,Manual,2021,17.52,81.86,113.76,,Aug,2021,20,7.3,Jaipur,
Mahindra,TUV 300 T4 Plus,Not Available,Diesel,7,"64,910",RJ14,Second Owner,1493,Manual,2016,18.49,100,240,,Jan,2016,70,6.0,Jaipur,
Mahindra,Scorpio SLE 7S BSIV,Not Available,Diesel,7,"69,888",RJ14,First Owner,2179,Manual,2011,12.05,120,290,16,May,2011,75,3.5,Jaipur,
Hyundai,Santro Xing GL,Not Available,Petrol,5,"36,454",RJ14,First Owner,1086,Manual,2009,,62,96.1,13,Dec,2009,75,1.2,Jaipur,
Hyundai,Santro Xing GL LPG,Not Available,LPG,5,"1,10,160",RJ14,Third Owner,1086,Manual,2008,17.8,,9,13,Feb,2009,75,1.0,Jaipur,
Chevrolet,Sail LS ABS,Not Available,Diesel,5,"1,01,201",RJ20,First Owner,1248,Manual,2016,22.1,74,190,,Dec,2016,70,2.5,Jaipur,
Hyundai,Santro LS,Third Party,Petrol,5,"1,07,293",RJ14,Second Owner,999,Manual,2002,,,,13,Feb,2003,75,0.55,Jaipur,
Hyundai,i10 Magna LPG,Not Available,LPG,5,"93,943",RJ14,Second Owner,1086,Manual,2012,19.2,68.05,99.04,13,Dec,2012,75,2.2,Jaipur,
Datsun,RediGO T Option,Not Available,Petrol,5,"17,528",RJ02,First Owner,799,Manual,2020,20.71,53.64,72,,Jul,2020,30,3.5,Jaipur,
Maruti,Baleno 1.3 Delta,Not Available,Diesel,5,"80,985",RJ14,First Owner,1248,Manual,2016,27.39,74,190,,Feb,2016,70,5.0,Jaipur,
Hyundai,Grand i10 1.2 Kappa Asta,Third Party,Petrol,5,"80,898",DL12,First Owner,1197,Manual,2017,18.9,81.86,113.75,14,Jun,2017,60,4.45,Jaipur,
Maruti,Alto K10 2010-2014 VXI,Third Party,Petrol,5,"1,31,331",HR26,First Owner,998,Manual,2010,20.92,67.1,90,13,Nov,2010,75,1.0,Jaipur,
Maruti,Baleno 1.2 Zeta,Not Available,Petrol,5,"68,783",MH03,First Owner,1197,Manual,2018,21.4,83.1,115,16,May,2018,50,5.5,Jaipur,
Maruti,Swift VDI BSIV,Comprehensive,Diesel,5,"57,418",DL9C,First Owner,1248,Manual,2014,25.2,74,190,,Jul,2014,75,3.5,Jaipur,
Hyundai,i20 Magna 1.2,Not Available,Petrol,5,"65,471",RJ14,Fourth Owner,1197,Manual,2015,18.6,81.83,114.7,,Feb,2016,75,3.5,Jaipur,
Toyota,Innova 2.5 GX (Diesel) 7 Seater,Not Available,Diesel,7,"1,84,290",GJ03,First Owner,2494,Manual,2013,12.99,100,200,15,Oct,2013,75,7.0,Jaipur,
Maruti,Vitara Brezza ZXI Plus,Not Available,Petrol,5,"24,066",RJ45,First Owner,1462,Manual,2020,17.03,103.26,138,R16,Aug,2020,30,11.3,Jaipur,
Hyundai,EON D Lite,Not Available,Petrol,5,"64,353",UP76,First Owner,814,Manual,2015,21.1,55.2,74.5,,Apr,2015,75,1.8,Jaipur,
Hyundai,Venue S,Not Available,Petrol,5,"17,068",RJ45,First Owner,1197,Manual,2021,17.52,81.86,113.76,,Jun,2021,20,7.25,Jaipur,
Maruti,Swift ZDi,Not Available,Diesel,5,"2,10,981",RJ14,Third Owner,1248,Manual,2012,22.9,74,190,15,Feb,2012,75,2.7,Jaipur,
Maruti,Swift Dzire VXI 1.2 BS IV,Not Available,Petrol,5,"35,113",RJ45,First Owner,1197,Manual,2019,22,81.80,113,,Oct,2019,40,6.5,Jaipur,
Maruti,Swift VDI,Not Available,Diesel,5,"1,50,922",RJ14,First Owner,1248,Manual,2011,22.9,74,190,14,Nov,2011,75,2.6,Jaipur,
Maruti,Alto K10 VXI AGS Optional,Not Available,Petrol,5,"61,340",RJ14,First Owner,998,Automatic,2018,23.95,67.1,90,,Apr,2018,50,3.35,Jaipur,
Hyundai,Verna 1.6 SX,Comprehensive,Diesel,5,"1,64,193",RJ14,First Owner,1582,Manual,2014,22.32,126.32,259.8,16,Feb,2015,75,5.0,Jaipur,
Kia,Seltos HTX Plus Diesel,Not Available,Diesel,5,"56,272",DL10,First Owner,1493,Manual,2019,20.8,113.43,250,17,Dec,2019,40,13.0,Jaipur,
Mahindra,NuvoSport N6,Comprehensive,Diesel,7,"1,05,841",RJ14,Second Owner,1493,Manual,2016,17.45,100,240,,Jul,2016,70,4.7,Jaipur,
Ford,Fiesta 1.4 Duratorq ZXI,Not Available,Diesel,5,1,DL3C,First Owner,1399,Manual,2006,17.8,,16,14,Jan,2006,75,0.5,Jaipur,
Nissan,Micra Diesel XV,Not Available,Diesel,5,"91,119",RJ14,Fourth Owner,1461,Manual,2011,23.08,63.1,160,14,Apr,2011,75,0.7,Jaipur,
Hyundai,i20 1.4 Sportz,Not Available,Diesel,5,"1,59,494",RJ14,First Owner,1396,Manual,2017,22.54,88.73,219.7,,Jan,2018,60,6.0,Jaipur,
Maruti,Wagon R VXI BS IV,Zero Dep,Petrol,5,"51,711",RJ45,First Owner,998,Manual,2018,20.51,67.04,90,,Feb,2019,50,3.9,Jaipur,
Maruti,Alto LXi,Not Available,Petrol,5,"1,46,134",RJ14,First Owner,796,Manual,2011,19.7,46.3,62,12,Feb,2011,75,1.5,Jaipur,
Hyundai,Creta 1.6 CRDi SX,Not Available,Diesel,5,"98,110",RJ10,First Owner,1582,Manual,2019,19.67,126.2,259.9,16,Mar,2019,40,12.0,Jaipur,
Honda,CR-V 2.4L 4WD AT,Comprehensive,Petrol,5,"48,350",RJ14,First Owner,2354,Automatic,2015,12,187.4,226,17,Dec,2015,75,13.9,Jaipur,
Honda,Amaze V Petrol,Comprehensive,Petrol,5,"25,226",RJ40,First Owner,1199,Manual,2021,18.6,88.76,110,R15,Mar,2021,20,7.25,Jaipur,
Volkswagen,Polo Petrol Trendline 1.2L,Third Party,Petrol,5,"72,000",HR26,First Owner,1198,Manual,2014,16.47,73.9,110,14,Mar,2015,75,3.95,Jaipur,
Toyota,Etios Cross 1.4L VD,Third Party insurance,Diesel,5,"81,000",RJ16,First Owner,1364,Manual,2015,23.59,67.06,170,15,Aug,2015,75,4.75,Jaipur,
Toyota,Corolla Altis Facelift,Comprehensive,Diesel,5,"1,24,000",RJ42,First Owner,1364,Manual,2018,21.43,87.2,205,,Jul,2018,50,12.85,Jaipur,
Maruti,SX4 S Cross Alpha AT,Comprehensive,Petrol,5,"10,702",RJ45,First Owner,1462,Automatic,2021,18.43,103.25,138,16,Oct,2021,20,10.95,Jaipur,
Maruti,Vitara Brezza ZDi Plus AMT,Comprehensive,Diesel,5,"65,580",RJ27,First Owner,1248,Automatic,2018,24.3,88.5,200,16,Jan,2019,50,9.4,Jaipur,
Mahindra,Thar LX 4-Str Hard Top AT,Not Available,Petrol,4,"12,063",RJ45,First Owner,1997,Automatic,2021,,150,320,18,Nov,2021,20,15.0,Jaipur,
Maruti,Omni E MPI STD,Not Available,Petrol,8,"86,362",RJ14,Third Owner,796,Manual,2009,16.8,34.2,59,12,May,2009,75,1.0,Jaipur,
Hyundai,Xcent 1.1 CRDi S Option,Comprehensive,Diesel,5,"1,51,889",RJ14,First Owner,1120,Manual,2015,24.4,71.01,180.4,14,Jun,2015,75,2.5,Jaipur,
Maruti,Baleno RS 1.0 Petrol,Not Available,Petrol,5,"69,549",RJ14,First Owner,998,Manual,2017,21.1,100.5,150,,Mar,2017,60,6.0,Jaipur,
MG,Hector Sharp DCT,Not Available,Petrol,5,"42,475",RJ45,First Owner,1451,Automatic,2020,13.96,141,250,R17,Jan,2020,30,17.0,Jaipur,
Hyundai,Xcent 1.1 CRDi Base,Not Available,Diesel,5,"81,904",MH12,Second Owner,1120,Manual,2015,24.4,71,180.4,,Feb,2016,75,3.0,Jaipur,
Maruti,Swift Dzire ZXI,Not Available,Petrol,5,"24,175",RJ45,First Owner,1197,Manual,2021,22.41,88.50,113,15,Dec,2021,20,7.4,Jaipur,
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"1,30,588",RJ14,First Owner,1248,Manual,2015,26.59,74,190,,Feb,2015,75,4.5,Jaipur,
BMW,X1 sDrive20d,Third Party,Diesel,5,"51,208",RJ14,Second Owner,1995,Automatic,2011,17.05,184,380,17,Jul,2011,75,7.0,Jaipur,
Maruti,Swift Dzire VXI,Not Available,Petrol,5,"1,01,769",RJ14,Third Owner,1197,Manual,2014,19.1,85.8,114,14,Jan,2015,75,4.0,Jaipur,
Toyota,Etios GD,Not Available,Diesel,5,"1,65,378",RJ14,First Owner,1364,Manual,2013,23.59,67.04,170,15,May,2013,75,4.0,Jaipur,
Maruti,Baleno 1.2 Zeta,Comprehensive,Petrol,5,"33,054",RJ45,First Owner,1197,Manual,2018,21.4,83.1,115,16,Feb,2019,50,6.0,Jaipur,
Tata,Safari Storme EX,Not Available,Diesel,7,"31,680",RJ14,First Owner,2179,Manual,2016,14.1,147.94,320,,Feb,2016,70,7.75,Jaipur,
Hyundai,EON Era Plus,Not Available,Petrol,5,"83,173",RJ14,First Owner,814,Manual,2017,21.1,55.2,74.5,,Feb,2017,60,2.6,Jaipur,
Volkswagen,Polo Diesel Trendline 1.2L,Not Available,Diesel,5,"1,31,487",RJ14,Second Owner,1199,Manual,2012,22.07,73.9,180,14,Oct,2012,75,3.0,Jaipur,
